time_s,Fz_N,az_force_sign_m_s2,Q_at_calibration_mass,weak,strong
2.515140000000000153e-01,4.143605670197558766e-02,3.603000795983336141e-02,2.559759029991677537e-03,1.000000000000000000e+00,0.000000000000000000e+00
2.553509999999999946e-01,-5.822337508432262609e-02,3.603000795983336141e-02,3.506196845167887099e-01,1.000000000000000000e+00,0.000000000000000000e+00
2.592760000000000065e-01,-9.815625778372805144e-03,2.254457239948333691e-01,2.013082610672592310e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.632260000000000155e-01,9.336385327014617985e-02,2.254457239948333691e-01,5.676180851634149427e-01,1.000000000000000000e+00,0.000000000000000000e+00
2.671299999999999786e-01,-4.294109849288574310e-02,1.870835197248333637e-01,1.965060075257115457e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.710620000000000251e-01,-1.685969891631859952e-01,-3.044392198401666416e-01,5.523020968475279568e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.750670000000000059e-01,-4.695720823690745505e-01,-3.044392198401666416e-01,1.434926309128520927e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.789760000000000018e-01,-3.919146106018214226e-01,-9.823967115516664406e-02,3.751432990427711722e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.828709999999999836e-01,-5.247154850875848098e-01,-6.377146750151665433e-01,2.028202797520994582e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.868009999999999726e-01,-5.545758644318397046e-01,-6.377146750151665433e-01,6.645031661682687663e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.907549999999999857e-01,-4.873546435588629322e-01,-5.346153917151665880e-01,5.098407940412695745e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.946699999999999875e-01,-5.129759745203763543e-01,-5.747901889816664500e-02,8.777548840406073083e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.986389999999999878e-01,-4.484330230355677571e-01,-5.747901889816664500e-02,6.484362702036707837e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.025649999999999729e-01,-3.775942980832756035e-01,-2.181227871051666101e-01,1.262680296377616029e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.064709999999999934e-01,-2.580014372081027574e-01,-1.102279827501666531e-01,1.002290454367437356e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.103989999999999805e-01,-4.317660348440224283e-01,-1.102279827501666531e-01,4.501995262713538004e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.143329999999999735e-01,-3.108852447516703421e-01,-2.588832429451666250e-01,2.010539810349668000e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.182719999999999994e-01,-2.984651245710345790e-01,-3.356086335701666812e-01,8.655189255296846795e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.221970000000000112e-01,-2.994292933783668786e-01,-3.356086335701666812e-01,7.536867400516571343e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.261220000000000230e-01,-8.839429662256392817e-02,1.607086449648333359e-01,2.360403639874732562e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.300339999999999940e-01,-1.291350419756156498e-01,-3.590005802716664252e-02,3.806463042720247270e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.340150000000000063e-01,2.453682528123835027e-02,-3.590005802716664252e-02,1.399494496819386480e-01,1.000000000000000000e+00,0.000000000000000000e+00
3.379539999999999766e-01,-7.019592544478392426e-02,2.350367661048333723e-01,3.481601055726319061e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.418120000000000047e-01,-2.042177577841606251e-01,1.924637172683336256e-02,2.052821249766661360e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.457370000000000165e-01,-1.393671286240074636e-01,1.924637172683336256e-02,1.029273266907840600e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.497720000000000273e-01,-4.010249412536577296e-01,-5.585920149051666339e-01,5.964868132948530910e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.536960000000000104e-01,-4.357638217211867726e-01,1.684861119933336177e-02,8.477655830056761488e+00,0.000000000000000000e+00,0.000000000000000000e+00
